"datNorm" "datExp"
-0.156723368938064 0.967504450467463
-0.50108931757081 0.777139079814872
-0.568660693662684 0.742990139956579
-1.06482864123233 0.522818043987882
-1.25508514670051 0.451973410433159
-3.10414272701569 0.0732938837212187
-2.34586025731547 0.17069187592741
-0.858217967614648 0.608105851902309
-1.38032272444175 0.409203365619633
-3.02886088205216 0.0802810021573128
-3.1906126454031 0.0658796997455152
-2.74265214192635 0.111826467004723
-1.57355501085634 0.348971283520569
-2.91959668087231 0.0913572911220536
-2.11793911387921 0.213778556389383
-1.56828218932915 0.350524781871547
0.601699842814833 1.48834436306848
-2.68220472969758 0.119586931939445
-1.17282421369292 0.481720855237972
-0.0502475119892433 1.03203430968805
0.464344419018674 1.38325592503955
0.769178419214719 1.62311948204423
-0.248948120839391 0.91380181014968
1.30771038748781 2.10709714443665
-3.14698634323006 0.0695408043121122
-0.347425927018953 0.858672001222849
-0.3521483436689 0.856085214478362
-2.46010488154161 0.151753383788108
-3.22437772494852 0.0631543170699351
-1.26268668286409 0.449291383458079
-1.39655189271194 0.403879221431636
-0.485966843892642 0.784923096166938
-0.266364896831023 0.903885985591378
-0.11456266839755 0.992729951797251
-2.30432565088535 0.178004961443634
-1.70648604631676 0.311423497446319
-1.90283097211183 0.26145600606752
-0.783307636712168 0.641250905959893
-1.87252942923073 0.268753961698985
-1.73487402360705 0.303801143345296
-3.14044851908819 0.070103297775317
-1.54715658285771 0.356798762333402
1.9981241269708 2.84411767783476
-1.6493402486161 0.327186949386497
0.241854878303092 1.22327479356873
-1.33491399235068 0.424364429062244
1.55538853905569 2.35619613597853
-3.78175016123702 0.0298727423430214
-0.606313752871762 0.724406446645904
-1.02548841192022 0.538375622326007
-1.31234946484425 0.432044168729112
0.400801052866854 1.33628153878152
-0.449769838736989 0.803766379658952
-3.45247740165794 0.0470430251148616
2.77075089652276 3.82964549133466
0.584272057824969 1.47474031459108
-3.34068007219417 0.0544571331806321
-1.98247521604807 0.242970716589568
-0.759916340477745 0.651848008444252
-0.94243806667715 0.572265821215913
-1.15447432362426 0.488538908479388
-1.20910227216243 0.468437870735721
-1.02693067267085 0.53779966753481
-0.905058162948815 0.587988365791876
3.42267838078744 4.79686014106028
